filename,center_luminance,color_variance_zones_0_0,color_variance_zones_0_1,color_variance_zones_0_2,color_variance_zones_1_0,color_variance_zones_1_1,color_variance_zones_1_2,color_variance_zones_2_0,color_variance_zones_2_1,color_variance_zones_2_2,detail_zones_0_0,detail_zones_0_1,detail_zones_0_2,detail_zones_1_0,detail_zones_1_1,detail_zones_1_2,detail_zones_2_0,detail_zones_2_1,detail_zones_2_2,luminance_gradient_tb,luminance_zones_0_0,luminance_zones_0_1,luminance_zones_0_2,luminance_zones_1_0,luminance_zones_1_1,luminance_zones_1_2,luminance_zones_2_0,luminance_zones_2_1,luminance_zones_2_2,warmth_gradient_tb,warmth_zones_0_0,warmth_zones_0_1,warmth_zones_0_2,warmth_zones_1_0,warmth_zones_1_1,warmth_zones_1_2,warmth_zones_2_0,warmth_zones_2_1,warmth_zones_2_2
rembrandt_met_437394.jpg,0.107314,0.011491,0.034721,0.007153,0.069675,0.103254,0.09607,0.033009,0.039978,0.057497,0.003134,0.005741,0.002996,0.012377,0.018369,0.01759,0.007898,0.010134,0.014365,-0.045626,0.031508,0.029092,0.022881,0.102523,0.107314,0.085657,0.066944,0.05926,0.094154,0.021742,0.025179,0.018158,0.015212,0.062836,0.049727,0.040177,0.041928,0.033381,0.048467
rembrandt_met_437396.jpg,0.180799,0.092035,0.101946,0.095971,0.041032,0.105099,0.056752,0.086726,0.094505,0.100877,0.01892,0.01888,0.019341,0.009659,0.018481,0.012995,0.023761,0.024554,0.023311,-0.006776,0.103623,0.144697,0.128653,0.08005,0.180799,0.090233,0.120193,0.164175,0.112932,-0.00067,0.032566,0.061484,0.049479,0.029252,0.089047,0.03727,0.04041,0.070363,0.030745
rembrandt_met_437398.jpg,0.388203,0.04269,0.073167,0.038334,0.072209,0.186187,0.110476,0.119365,0.119142,0.117298,0.01247,0.020346,0.011636,0.008331,0.026592,0.017677,0.028504,0.032785,0.028363,-0.113058,0.155381,0.132512,0.101829,0.166443,0.388203,0.162148,0.21073,0.319761,0.198405,0.052523,0.074669,0.053978,0.033858,0.084292,0.116515,0.060876,0.091757,0.153087,0.07523
rembrandt_rijks_200106038.jpg,0.460394,0.107533,0.070274,0.044256,0.13726,0.102482,0.073599,0.090758,0.110436,0.0634,0.010631,0.018664,0.02128,0.014361,0.020513,0.017519,0.026962,0.032628,0.018554,0.05233,0.3968,0.253319,0.18258,0.560675,0.460394,0.304669,0.236644,0.254984,0.184082,0.022177,0.057679,0.083945,0.102765,0.072209,0.09172,0.081908,0.116597,0.116999,0.077324
rembrandt_rijks_200106038.png,0.460411,0.107544,0.070232,0.044247,0.137252,0.102463,0.073557,0.090724,0.11042,0.063412,0.010623,0.018665,0.021286,0.014345,0.020499,0.017529,0.026949,0.03263,0.018548,0.052334,0.396827,0.253338,0.182591,0.560644,0.460411,0.304691,0.236646,0.25499,0.184119,0.022205,0.057698,0.083968,0.102854,0.072301,0.091668,0.081929,0.116664,0.117029,0.077442
rembrandt_rijks_200107928.jpg,0.183547,0.032685,0.017636,0.026005,0.087705,0.153239,0.076037,0.107286,0.151841,0.089489,0.010128,0.005833,0.013374,0.026714,0.041435,0.026753,0.024542,0.037794,0.018764,-0.099896,0.074555,0.071254,0.1004,0.128126,0.183547,0.137702,0.171583,0.20132,0.172995,0.053407,0.036702,0.031498,0.049241,0.068363,0.088821,0.070746,0.080373,0.099055,0.098235
rembrandt_rijks_200107928.png,0.182207,0.032772,0.017737,0.026181,0.087768,0.1534,0.076186,0.107186,0.151948,0.089783,0.010119,0.005861,0.013394,0.026623,0.04141,0.026744,0.02456,0.037761,0.018816,-0.09991,0.073119,0.069976,0.099011,0.12679,0.182207,0.136305,0.170104,0.199991,0.171741,0.053791,0.036203,0.030931,0.048956,0.06812,0.088651,0.070577,0.080238,0.099113,0.098111
rembrandt_rijks_200107929.jpg,0.176506,0.072565,0.06492,0.065475,0.141366,0.148224,0.141525,0.05243,0.101818,0.060328,0.016203,0.016687,0.018911,0.02423,0.034409,0.02742,0.01714,0.028787,0.020394,0.05183,0.199498,0.242775,0.241969,0.147151,0.176506,0.177872,0.11927,0.198364,0.211118,-0.012046,0.086749,0.125196,0.118128,0.04013,0.05755,0.051568,0.04078,0.128434,0.124723
rembrandt_rijks_200107929.png,0.176317,0.072642,0.065156,0.065208,0.141347,0.14813,0.14137,0.052591,0.10175,0.060577,0.016263,0.016771,0.018863,0.024238,0.034492,0.027508,0.017176,0.028756,0.020351,0.051907,0.199521,0.243112,0.241744,0.147033,0.176317,0.177856,0.119175,0.198239,0.211242,-0.011594,0.086863,0.125435,0.118059,0.04048,0.057799,0.051831,0.041282,0.129302,0.124992
rembrandt_rijks_200107930.jpg,0.299613,0.163586,0.256087,0.040548,0.108734,0.149289,0.061129,0.061242,0.050225,0.068719,0.01493,0.028122,0.008246,0.018915,0.031763,0.009698,0.01451,0.015398,0.011495,0.062443,0.159105,0.391133,0.10797,0.187618,0.299613,0.205469,0.135203,0.137159,0.198517,-0.009671,0.043127,0.087141,0.031973,0.071351,0.138559,0.073283,0.048438,0.033823,0.050968
rembrandt_rijks_200107930.png,0.299603,0.163615,0.256076,0.04053,0.10874,0.149282,0.06115,0.061257,0.050224,0.068738,0.014886,0.028102,0.00823,0.018882,0.031756,0.009687,0.014472,0.015354,0.011471,0.062489,0.159069,0.391139,0.108002,0.187613,0.299603,0.205478,0.13513,0.137111,0.198502,-0.009669,0.043071,0.087209,0.03196,0.071375,0.13859,0.073392,0.048481,0.033791,0.050962
rembrandt_rijks_200107931.jpg,0.243026,0.023654,0.075738,0.101098,0.076833,0.125614,0.057837,0.083459,0.133562,0.114333,0.005512,0.012662,0.022585,0.016456,0.0423,0.02488,0.027582,0.032773,0.020204,-0.111146,0.059491,0.134348,0.220916,0.157329,0.243026,0.165065,0.252292,0.269583,0.226319,0.083158,0.014577,0.053673,0.126245,0.061883,0.112947,0.073432,0.13644,0.163499,0.14403
rembrandt_rijks_200107931.png,0.24296,0.023646,0.07567,0.101109,0.076852,0.125548,0.05787,0.083447,0.133669,0.114389,0.005494,0.012633,0.022582,0.016443,0.042301,0.024896,0.027587,0.032804,0.020214,-0.111108,0.059446,0.13434,0.220906,0.157329,0.24296,0.164926,0.252278,0.269517,0.226222,0.083311,0.014587,0.053756,0.126394,0.061839,0.113329,0.073835,0.136604,0.163801,0.144265
rembrandt_rijks_200107934.jpg,0.27986,0.080419,0.112257,0.04423,0.120636,0.130402,0.071218,0.052581,0.090895,0.057398,0.025221,0.028602,0.016454,0.032627,0.042622,0.019783,0.022788,0.024045,0.014517,-0.008223,0.155656,0.186565,0.176718,0.25976,0.27986,0.167444,0.181965,0.211719,0.149925,0.034774,0.055923,0.074564,0.071438,0.113998,0.13988,0.053062,0.072414,0.15711,0.076721
rembrandt_rijks_200107934.png,0.279937,0.080231,0.112361,0.044288,0.120752,0.130423,0.071023,0.05263,0.090985,0.057206,0.025206,0.028598,0.016386,0.032746,0.042675,0.01966,0.022688,0.023957,0.014375,-0.008365,0.155525,0.18656,0.176596,0.25977,0.279937,0.167396,0.182044,0.211823,0.14991,0.034841,0.055907,0.074577,0.071538,0.114105,0.139947,0.053139,0.072601,0.157133,0.076812
rembrandt_rijks_200107935.jpg,0.295473,0.08164,0.108965,0.0797,0.133274,0.190264,0.144734,0.129715,0.155695,0.158526,0.025875,0.035399,0.026662,0.044386,0.070002,0.042725,0.026805,0.045291,0.054298,-0.013316,0.209689,0.198185,0.141487,0.229939,0.295473,0.196779,0.144307,0.216055,0.228946,0.031236,0.091723,0.092762,0.048115,0.110396,0.160886,0.080344,0.087661,0.134227,0.104419
rembrandt_rijks_200107935.png,0.295254,0.081682,0.10911,0.079751,0.133363,0.190563,0.144909,0.129854,0.155965,0.158762,0.025882,0.035402,0.02666,0.044376,0.070083,0.042746,0.026762,0.045305,0.054293,-0.013095,0.209616,0.198093,0.141358,0.229797,0.295254,0.196429,0.143965,0.215749,0.228638,0.032116,0.092204,0.09337,0.048405,0.111183,0.162259,0.08165,0.088529,0.13593,0.105869
rembrandt_rijks_200107936.jpg,0.37215,0.052086,0.156945,0.049722,0.166269,0.193736,0.138519,0.050851,0.013028,0.051885,0.009088,0.021747,0.010049,0.010233,0.027008,0.013824,0.009345,0.005335,0.009475,0.07356,0.132473,0.253926,0.137329,0.224076,0.37215,0.19981,0.120117,0.071472,0.111459,-0.038329,0.027671,0.086429,0.038703,0.048072,0.081557,0.047459,0.018248,0.005416,0.014152
rembrandt_rijks_200107936.png,0.371038,0.052227,0.15695,0.049894,0.1661,0.194316,0.138427,0.050943,0.014326,0.051948,0.009084,0.021758,0.010034,0.010232,0.026955,0.013799,0.009364,0.005476,0.009469,0.073248,0.132422,0.254206,0.137442,0.223833,0.371038,0.199437,0.120497,0.0719,0.111928,-0.038307,0.027427,0.086469,0.038659,0.047955,0.081059,0.047268,0.01815,0.005363,0.01412
rembrandt_rijks_200107941.jpg,0.183296,0.139976,0.073098,0.052301,0.186295,0.112064,0.075368,0.096688,0.140359,0.06811,0.02095,0.015728,0.013219,0.037922,0.012693,0.013469,0.022291,0.018214,0.021874,0.037756,0.345948,0.157835,0.221391,0.386987,0.183296,0.270904,0.104985,0.169453,0.337469,-0.010571,0.081942,0.056989,0.053165,0.138591,0.097599,0.060183,0.040339,0.046291,0.073752
rembrandt_rijks_200107941.png,0.183322,0.139974,0.0731,0.052279,0.186307,0.112059,0.075378,0.096656,0.140384,0.068129,0.020934,0.015717,0.01319,0.037904,0.012695,0.013443,0.022212,0.018174,0.021865,0.037801,0.345951,0.157849,0.221427,0.387002,0.183322,0.27091,0.104923,0.169435,0.337465,-0.010555,0.081969,0.057064,0.053265,0.138749,0.097611,0.060204,0.040535,0.046362,0.073736
rembrandt_rijks_200107942.jpg,0.366752,0.018473,0.123098,0.022192,0.023101,0.218173,0.193446,0.077123,0.102934,0.15935,0.003378,0.009169,0.005714,0.00447,0.029379,0.020544,0.012165,0.029253,0.028085,-0.065721,0.057146,0.109088,0.077472,0.072625,0.366752,0.216271,0.136599,0.130487,0.173784,0.015264,0.006967,0.028722,0.019115,0.011643,0.07527,0.035952,0.036495,0.031525,0.032575
rembrandt_rijks_200107942.png,0.366566,0.018416,0.122682,0.022122,0.022984,0.218232,0.193452,0.077116,0.104721,0.159786,0.00335,0.009094,0.005677,0.004436,0.029142,0.020454,0.012103,0.029483,0.028154,-0.06643,0.057178,0.108797,0.077469,0.072506,0.366566,0.216216,0.136591,0.131632,0.174511,0.01546,0.006934,0.028448,0.018901,0.011449,0.075368,0.035842,0.036531,0.031573,0.032557
rembrandt_rijks_200107944.jpg,0.302931,0.141188,0.058081,0.129184,0.108495,0.196632,0.078853,0.08916,0.027661,0.052993,0.038974,0.013344,0.030514,0.029669,0.030506,0.025352,0.020781,0.008343,0.019659,0.046454,0.19347,0.09779,0.136821,0.149177,0.302931,0.14049,0.122092,0.064582,0.102045,-0.007558,0.008747,0.030743,0.014625,0.01265,0.103821,0.027534,0.010016,0.011541,0.009884
rembrandt_rijks_200107944.png,0.302932,0.141146,0.058097,0.129171,0.108493,0.196625,0.078854,0.08915,0.027602,0.052992,0.038953,0.013341,0.0305,0.029668,0.030502,0.025363,0.020777,0.008313,0.019664,0.04643,0.193476,0.097761,0.136808,0.149144,0.302932,0.140494,0.122066,0.064638,0.102052,-0.007723,0.008768,0.030817,0.014681,0.012675,0.103871,0.02762,0.009925,0.011403,0.00977
rembrandt_rijks_200107945.jpg,0.172216,0.134478,0.149313,0.102903,0.166434,0.122152,0.145743,0.145573,0.141992,0.118935,0.027253,0.030865,0.033848,0.045471,0.029231,0.037463,0.052021,0.037842,0.027052,-0.031014,0.210591,0.196568,0.244,0.313999,0.172216,0.22216,0.318923,0.251434,0.173845,0.045633,0.090612,0.078829,0.10561,0.163676,0.071193,0.086131,0.167758,0.156867,0.087326
rembrandt_rijks_200107945.png,0.172281,0.134531,0.149362,0.103005,0.166418,0.122232,0.145873,0.145595,0.142004,0.118933,0.02728,0.030909,0.033896,0.045479,0.029243,0.03749,0.052051,0.037869,0.027054,-0.030897,0.210681,0.196654,0.244053,0.313934,0.172281,0.222188,0.318909,0.25135,0.17382,0.045645,0.090631,0.078785,0.10572,0.163745,0.071189,0.086312,0.167822,0.156886,0.087365
rembrandt_rijks_200107952.jpg,0.084673,0.102855,0.174687,0.023349,0.047446,0.066858,0.037352,0.024745,0.013456,0.06232,0.019604,0.024703,0.006149,0.007579,0.009283,0.006542,0.006819,0.006486,0.013094,0.073033,0.258453,0.193388,0.046614,0.133886,0.084673,0.065681,0.076725,0.070926,0.131706,-0.027672,0.093548,0.080862,0.008028,0.053612,0.032176,0.018455,0.021077,0.01811,0.060234
rembrandt_rijks_200107952.png,0.084562,0.102702,0.17471,0.022907,0.047453,0.066835,0.037322,0.02467,0.013404,0.062288,0.019587,0.024676,0.005984,0.007545,0.009258,0.006435,0.00679,0.006462,0.013056,0.07292,0.258477,0.193316,0.046367,0.133896,0.084562,0.065591,0.076729,0.070991,0.131681,-0.027646,0.093792,0.081167,0.008127,0.053734,0.032362,0.018633,0.021262,0.018412,0.060472
rembrandt_rijks_200138946.jpg,0.145819,0.108939,0.134019,0.057149,0.144171,0.16016,0.126593,0.078264,0.050555,0.052512,0.012944,0.020732,0.014762,0.013078,0.025307,0.019143,0.009414,0.008976,0.009503,0.107494,0.212935,0.197905,0.133477,0.212408,0.145819,0.22634,0.091633,0.059007,0.071194,-0.040253,0.052516,0.06694,0.043569,0.045785,0.03456,0.077005,0.012502,0.01264,0.017124
rembrandt_rijks_200138946.png,0.145774,0.108941,0.134026,0.057178,0.144211,0.160189,0.12666,0.078325,0.050612,0.052576,0.012934,0.020714,0.014739,0.013059,0.025291,0.019141,0.009394,0.008941,0.009468,0.10763,0.212955,0.197926,0.133453,0.212409,0.145774,0.226332,0.091579,0.058795,0.071068,-0.040268,0.052539,0.066975,0.043711,0.045788,0.034611,0.077069,0.012525,0.012673,0.017224
rembrandt_rijks_20022176.jpg,0.173533,0.087834,0.101073,0.028692,0.100933,0.099058,0.02571,0.084234,0.064404,0.027062,0.013667,0.020744,0.006217,0.02399,0.02449,0.009503,0.023546,0.015168,0.010835,0.056171,0.236525,0.222649,0.132382,0.279903,0.173533,0.135657,0.17367,0.120909,0.128462,-0.020038,0.084755,0.09062,0.055862,0.110119,0.080729,0.060419,0.07153,0.045685,0.053907
rembrandt_rijks_20022176.png,0.17495,0.087907,0.101068,0.028283,0.100929,0.099044,0.025396,0.084151,0.064312,0.026908,0.013633,0.02071,0.006134,0.023935,0.024475,0.009475,0.023489,0.015132,0.010778,0.056333,0.2381,0.224,0.133961,0.281355,0.17495,0.137281,0.175021,0.122129,0.129911,-0.019129,0.084424,0.090335,0.054612,0.11017,0.080682,0.059115,0.07168,0.04667,0.053633
rembrandt_rijks_20026156.jpg,0.176786,0.035104,0.094301,0.041944,0.052351,0.171936,0.078324,0.037883,0.153712,0.022195,0.009206,0.014756,0.008918,0.009753,0.021908,0.011332,0.008261,0.024019,0.007547,0.017826,0.147112,0.122053,0.11905,0.162141,0.176786,0.106793,0.092628,0.172547,0.069562,-0.027159,0.056182,0.047809,0.068902,0.063441,0.043498,0.045386,0.021914,0.060049,0.009453
rembrandt_rijks_20026156.png,0.176675,0.03508,0.094325,0.041952,0.052385,0.171834,0.078335,0.037809,0.153797,0.022114,0.009195,0.014738,0.008895,0.009737,0.021866,0.011313,0.008259,0.024022,0.007512,0.017806,0.147147,0.12212,0.119047,0.162168,0.176675,0.10678,0.092637,0.172683,0.069574,-0.027144,0.056144,0.047721,0.068825,0.063346,0.043387,0.045431,0.021772,0.060038,0.009447
rembrandt_rijks_20026162.jpg,0.377219,0.027443,0.045363,0.064405,0.11345,0.1139,0.106687,0.097925,0.106647,0.085705,0.011322,0.014212,0.01848,0.03899,0.033181,0.031726,0.021354,0.028918,0.025988,-0.050671,0.217291,0.262411,0.291148,0.388377,0.377219,0.343481,0.275894,0.3544,0.292568,0.030194,0.057627,0.092122,0.115594,0.124305,0.12593,0.117955,0.093244,0.133618,0.129062
rembrandt_rijks_20026162.png,0.377381,0.027508,0.045348,0.064413,0.113625,0.114017,0.106747,0.096727,0.1069,0.085746,0.011323,0.014221,0.018484,0.039076,0.033291,0.031738,0.021195,0.028803,0.02596,-0.049766,0.217424,0.262547,0.291221,0.389082,0.377381,0.343333,0.274915,0.353404,0.29217,0.029968,0.05757,0.092097,0.115537,0.124441,0.125925,0.117931,0.093077,0.133196,0.128835
rembrandt_rijks_200639587.jpg,0.04613,0.135524,0.188817,0.015639,0.067975,0.080424,0.111092,0.145852,0.175243,0.131254,0.01453,0.02375,0.002777,0.013119,0.014879,0.011988,0.032257,0.038306,0.011582,-0.114085,0.151436,0.139176,0.048448,0.08232,0.04613,0.065168,0.32326,0.238194,0.119861,0.030331,0.009253,0.022631,-0.008599,-0.007763,-0.010054,0.000632,0.052819,0.043604,0.017856
rembrandt_rijks_200639587.png,0.046057,0.135569,0.188716,0.015624,0.06776,0.080249,0.110973,0.145774,0.175624,0.133776,0.01456,0.023671,0.002772,0.013172,0.014759,0.011962,0.032253,0.038341,0.011654,-0.116091,0.1516,0.139119,0.048435,0.082385,0.046057,0.065084,0.324873,0.240299,0.122255,0.03096,0.009248,0.022581,-0.008587,-0.007735,-0.010001,0.000652,0.053341,0.044218,0.018562
rembrandt_rijks_200642954.jpg,0.142103,0.081094,0.249054,0.051287,0.094248,0.174337,0.021445,0.147805,0.125024,0.085176,0.014593,0.032084,0.012187,0.015416,0.038184,0.007198,0.019496,0.009472,0.008489,-0.011405,0.087127,0.220051,0.087161,0.114789,0.142103,0.070988,0.218791,0.110679,0.099085,0.009891,0.009162,0.040044,0.010232,0.014269,0.023968,0.007838,0.046286,0.019358,0.023467
rembrandt_rijks_200642954.png,0.142863,0.081176,0.248993,0.051609,0.094208,0.175081,0.021447,0.146876,0.122539,0.083583,0.014563,0.031983,0.01222,0.015401,0.038453,0.007211,0.019455,0.009389,0.008394,-0.00949,0.087145,0.219954,0.087274,0.114799,0.142863,0.071035,0.216783,0.108426,0.097633,0.009294,0.009076,0.040045,0.010231,0.014295,0.024111,0.007835,0.045507,0.018761,0.022967
